"X1.location","X1.source","X1.target","X1.id","X1.fuzzy","X1.context","X1.translator_comments","X1.developer_comments"
"modules/block_content/block_content.module:40","Each block type has its own fields and display settings. Create blocks of each type on the <a href="":block-library"">Blocks</a> page in the custom block library.","Jeder Blocktyp hat seine eigenen Felder  und  seine eigenen Anzeigeeinstellunen. Blöcke eines beliebigen Typs können auf der <a href="":block-library"">Block</a>-Seite in der Bibliothek für benutzerdefinierter Blöcke erstellt werden.","","False","","",""
"modules/filter/filter.module:35","Each filter can have additional configuration options. For example, for the ""Limit allowed HTML tags"" filter you need to define the list of HTML tags that the filter leaves in the text.","Jeder Filter kann mit zusätzlichen Optionen konfiguriert werden. Ein Beispiel: Der Filter ""Erlaubte HTML-Tags begrenzen"" benötigt eine Liste von vorgegebenen HTML-Tags, die im Text verwendet werden dürfen.","","False","","",""
"modules/menu_ui/menu_ui.module:57","Each menu has a corresponding block that is managed on the <a href="":blocks"">Block layout page</a>.","Jedes Menü hat einen entsprechenden Block, welcher über die <a href="":blocks"">Blocklayout-Seite</a> verwaltet wird.","","False","","",""
"lib/Drupal/Core/Locale/CountryManager.php:108","Ecuador","Equador","","False","","",""
"modules/media_library/config/install/views.view.media_library.yml:0","Edit","Bearbeiten","","False","","",""
"lib/Drupal/Core/Entity/Controller/EntityController.php:269","Edit %label","Bearbeite %label","","False","","",""
"modules/node/src/NodeTypeForm.php:71","Edit %label content type","Inhaltstyp %label bearbeiten","","False","","",""
"modules/media/src/MediaForm.php:24","Edit %type_label @label","'%type_label @label bearbeiten'","","False","","",""
"modules/config_translation/src/Form/ConfigTranslationEditForm.php:27","Edit @language translation for %label","Übersetzung @language für %label bearbeiten","","False","","",""
"modules/views_ui/views_ui.module:190;211","Edit @section","'@section bearbeiten'","","False","","",""
"modules/ckeditor/src/Plugin/CKEditorPlugin/DrupalImage.php:43","Edit Image","Bild bearbeiten","","False","","",""
"modules/comment/src/CommentForm.php:146","Edit comment %title","Kommentar %title bearbeiten","","False","","",""
"modules/comment/src/CommentTranslationHandler.php:33","Edit comment @subject","Kommentar @subject bearbeiten","","False","","",""
"modules/contact/contact.routing.yml:0","Edit contact form","Kontaktformular bearbeiten","","False","","",""
"modules/forum/forum.routing.yml:0","Edit container","Ordner bearbeiten","","False","","",""
"modules/field_ui/field_ui.routing.yml:0","Edit form mode","Formulardarstellung bearbeiten","","False","","",""
"modules/forum/forum.routing.yml:0","Edit forum","Forum bearbeiten","","False","","",""
"modules/image/image.routing.yml:0","Edit image effect","Bildeffekt bearbeiten","","False","","",""
"modules/language/language.routing.yml:0","Edit language","Sprache bearbeiten","","False","","",""
"modules/menu_ui/menu_ui.routing.yml:0","Edit menu link","Menüpunkt bearbeiten","","False","","",""
"lib/Drupal/Core/Menu/Form/MenuLinkDefaultForm.php:94","Edit menu link %title","Menülink %title bearbeiten","","False","","",""
"modules/book/src/Controller/BookController.php:92","Edit order and titles","Reihenfolge und Titel bearbeiten","","False","","",""
"modules/comment/comment.permissions.yml:0","Edit own comments","Eigene Kommentare bearbeiten","","False","","",""
"modules/user/user.routing.yml:0;0","Edit role","Rolle bearbeiten","","False","","",""
"modules/shortcut/shortcut.links.task.yml:0","Edit set name","Gruppen-Name bearbeiten","","False","","",""
"modules/shortcut/src/ShortcutSetListBuilder.php:30","Edit shortcut set","Verknüpfungsgruppe bearbeiten","","False","","",""
"modules/shortcut/src/ShortcutLazyBuilders.php:53","Edit shortcuts","Verknüpfungen bearbeiten","","False","","",""
"modules/text/text.js:0","Edit summary","Zusammenfassung bearbeiten","","False","","",""
"modules/taxonomy/taxonomy.routing.yml:0","Edit term","Begriff bearbeiten","","False","","",""
"modules/help_topics/help_topics/block.configure.html.twig:11","Edit the block's settings. The available settings vary depending on the module that provides the block, but for all blocks you can change:","","","False","","",""
"modules/user/src/AccountSettingsForm.php:373","Edit the email messages sent to users when they attempt to cancel their accounts.","Bearbeiten der E-Mail-Nachrichten für Benutzer*innen, die versuchen, ihr Benutzerkonto zu löschen.","","False","","",""
"modules/user/src/AccountSettingsForm.php:268","Edit the welcome email messages sent to new members upon registering, when no administrator approval is required.","Bearbeiten der E-Mail-Nachricht, die Benutzer nach der Registrierung erhalten, wenn Benutzerkonten nicht durch Administratoren freigegeben werden müssen.","","False","","",""
"modules/workflows/workflows.routing.yml:0","Edit transition","Änderungsvorgang bearbeiten","","False","","",""
"modules/content_translation/content_translation.permissions.yml:0","Edit translations","Übersetzungen bearbeiten","","False","","",""
"modules/user/src/ToolbarLinkBuilder.php:53","Edit user account","Benutzerkonto bearbeiten","","False","","",""
"modules/workspaces/src/Form/WorkspaceForm.php:70","Edit workspace %label","Arbeitsbereich %label bearbeiten","","False","","",""
"modules/media_library/config/install/views.view.media_library.yml:0;0","Edit {{ name }}","","","False","","",""
"modules/settings_tray/js/settings_tray.js:0","Editing","Bearbeiten","","False","","",""
"modules/settings_tray/settings_tray.module:25","Editing blocks in place","Blöcke direkt bearbeiten","","False","","",""
"modules/ckeditor/js/ckeditor.admin.js:0","Editing the name of the new button group in a dialog.","Namen der Button-Gruppe in einem Dialogfenster bearbeiten.","","False","","",""
"profiles/demo_umami/config/install/user.role.editor.yml:0","Editor","","","False","","",""
"profiles/standard/config/optional/workflows.workflow.editorial.yml:0","Editorial","","","False","","",""
"modules/image/src/Form/ImageStyleEditForm.php:73;163","Effect","Effekt","","False","","",""
"modules/system/src/Form/SiteInformationForm.php:183;200;204","Either the path '%path' is invalid or you do not have access to it.","Entweder ist der Pfad '%path' nicht korrekt oder Sie haben keine Zugriffsberechtigung.","","False","","",""
"modules/system/system.install:1244","Either update your PHP runtime version or uncomment the ""Erase HTTP_PROXY"" rule in your web.config file and add HTTP_PROXY to the allowed headers list. See more details in the <a href="":link"">security advisory</a>.","Die Sicherheitslücke kann durch eine Aktualisierung der  PHP-Version oder das Entfernen des Kommentarzeichens vor der Zeile der in Erase HTTP_PROXY in der Datei web.config und dem Hinzufügen des HTTP_PROXY zur Liste der erlaubten Kopfdaten  geschlossen werden. Weitere Informationen hierzu sind in den <a href="":link"">Sicherheitsanweisungen</a> verfügbar.","","False","","",""
"lib/Drupal/Core/Locale/CountryManager.php:257","El Salvador","","","False","","",""
"modules/views/config/schema/views.schema.yml:0","Element","","","False","","",""
"modules/user/src/UserViewsData.php:83","Email address for a given user. This field is normally not shown to users, so be cautious when using it.","Die E-Mail-Adresse für einen bestimmten Benutzer. Dieses Feld wird Benutzern normalerweise nicht angezeigt und sollte nur unter Vorsicht verwendet werden.","","False","","",""
"modules/update/src/UpdateSettingsForm.php:74","Email addresses to notify when updates are available","Zu benachrichtigende E-Mail-Adressen bei verfügbaren Aktualisierungen","","False","","",""
"config/schema/core.entity.schema.yml:0","Email field display format settings","Anzeigeformateinstellungen des E-Mail-Feldes","","False","","",""
"modules/update/src/UpdateSettingsForm.php:82","Email notification threshold","Emailbenachrichtigungsschwelle","","False","","",""
"modules/views/config/schema/views.display.schema.yml:0","Embed display options","Anzeigeoptionen für eingebettete Anzeigen","","False","","",""
"modules/media/src/Plugin/Filter/MediaEmbed.php:24","Embed media","","","False","","",""
"modules/media_library/src/Plugin/CKEditorPlugin/DrupalMediaLibrary.php:15","Embed media from the Media Library","","","False","","",""
"modules/views_ui/src/Form/BasicSettingsForm.php:96","Embedded displays can be used in code via views_embed_view().","Eingebettete Anzeigen können über views_embed_view() im Code verwendet werden.","","False","","",""
"modules/filter/src/Plugin/Filter/FilterHtml.php:361;361","Emphasized","Hervorgehoben","","False","","",""
"modules/views/config/schema/views.data_types.schema.yml:0","Empty","Leer","","False","","",""
"modules/node/src/NodeViewsData.php:188","Empty Node Frontpage behavior","Verhalten bei einer leeren Startseite","","False","","",""
"modules/block_content/src/BlockContentViewsData.php:29","Empty block library behavior","Verhalten bei leerer Block-Bibliothek","","False","","",""
"modules/image/src/Plugin/Field/FieldType/ImageItem.php:266","Enable <em>Alt</em> field","<em>Alt</em>-Feld verwenden","","False","","",""
"modules/file/src/Plugin/Field/FieldType/FileItem.php:190","Enable <em>Description</em> field","<em>Beschreibungs</em>-Feld aktivieren","","False","","",""
"modules/file/src/Plugin/Field/FieldType/FileItem.php:118","Enable <em>Display</em> field","<em>Anzeige</em>-Feld aktivieren","","False","","",""
"modules/image/src/Plugin/Field/FieldType/ImageItem.php:285","Enable <em>Title</em> field","<em>Titel</em>-Feld einschalten","","False","","",""
"modules/file/config/schema/file.schema.yml:0","Enable Description field","Beschreibungsfeld aktivieren","","False","","",""
"modules/file/config/schema/file.schema.yml:0","Enable Display field","Anzeigefeld aktivieren","","False","","",""
"modules/views/src/Plugin/views/style/Table.php:218","Enable Drupal style ""sticky"" table headers (Javascript)","Drupals „selbstklebenden“ Tabellenkopf aktivieren (Javascript)","","False","","",""
"modules/locale/config/schema/locale.schema.yml:0","Enable English translation","Englische Übersetzung aktivieren","","False","","",""
"modules/user/src/AccountSettingsForm.php:392","Enable and edit email messages sent to users when their accounts are canceled.","Aktivieren und bearbeiten der E-Mail-Nachrichten für Benutzer, deren Benutzerkonten gelöscht werden.","","False","","",""
"modules/field/config/schema/field.schema.yml:0","Enable custom storage","Benutzerdefinierten Speicher aktivieren","","False","","",""
"modules/editor/editor.admin.inc:41","Enable image uploads","Hochladen von Bildern aktivieren","","False","","",""
"modules/locale/locale.module:721","Enable interface translation to English","Übersetzung der Benutzeroberfläche ins Englische aktivieren","","False","","",""
"modules/responsive_image/src/ResponsiveImageStyleForm.php:134","Enable the Help module for more information on the sizes attribute.","Das Help-Modul kann aktiviert werden um weitere Informationen über die Eigenschaft Size zu erhalten.","","False","","",""
"modules/contact/contact.module:226","Enable the personal contact form by default for new users","Das persönliche Kontaktformular standardmässig für neue Benutzer aktivieren","","False","","",""
